	warning	PAHs	PM10	O3	NOx	CH4	PM2.5
22	0	0.5012492178520553	0.8100561752816455	0.5240175789870971	0.6243298226663065	0.5849705776774954	0.33414749779455466
23	1	0.3659845892817257	0.8892460944950686	0.7124047644940283	0.7038581330452784	0.3750304479372324	0.564912112246674
24	1	0.728164574282236	0.705018243122681	0.3437162157839857	0.8067332793230715	0.3652406348555164	0.4067936723218093
25	1	0.710040930560055	0.2778338368394171	0.8223294077007222	0.08921415068863081	0.5193312350965358	0.7140512383501469
26	0	0.8054785118257812	1.0	0.5328358590866349	0.833823026375011	0.6008531832517112	0.5038227721999846
27	1	0.6145648890644253	0.5064266244993139	0.6172204346129488	0.5754433342335044	0.4573889131047921	0.5011312285081586
28	1	0.7963072262334272	0.18406172512874752	0.5031281385336772	0.03145737690161132	0.6529079382579932	0.819570553251757
29	1	0.6617481949578639	0.8020328929962406	0.34975659371941425	0.3722351246736879	0.7283002358913873	0.5320959833886447
30	0	0.6838894534653406	0.10958486897561626	0.3813178483012736	0.6605923125393824	0.7756836363170174	0.4446013094645118
31	1	0.7289234242030227	0.37351640035194134	0.0	0.27338554325321796	0.45766134201687136	0.808789375453842
32	0	0.2691121455926795	0.0	1.0	0.8298586731478981	0.9294232840183585	1.0
33	1	0.46100206649773745	0.4086767121770536	0.7694693039411986	0.8467512827437214	0.3072549421809696	0.22454735856643038
34	1	0.7153987364335239	0.245833000055375	0.971326996027456	0.8053794220901969	0.4563376580087688	0.3591650513403708
35	1	0.7815813958992519	0.0	0.48339016011719305	0.03273922045188571	0.693745032178662	0.4515642159716262
36	0	0.3848818753208101	0.8040448663914299	0.5172127581993693	0.6511189125933925	0.5390198328247993	0.4504014810991821
37	0	0.39930742001381603	1.0	0.4855715409760559	0.6398163651093707	0.7427293530935102	0.30442799445488
38	0	0.2134498382451484	0.912995994511681	0.6313290430710772	0.6026663065982536	0.6095484731160736	0.555067123558959
39	1	0.4587787693613976	0.5225716342515394	0.3690595753663888	0.9162588891889458	0.0	0.23455588028781826
40	0	0.531320679917695	0.22612550530065745	0.6914129718595472	0.5841623908542621	0.7853692854029382	0.2229090276235801
41	1	0.27950232462504965	0.6041919188811709	0.6671235198915066	0.8496498334683589	0.02134881156893409	0.0
42	1	1.0	0.881090526497136	0.4057864165861711	0.7194995049059321	0.5656040870746901	0.9568347806256867
43	1	0.7569180338538779	0.669584130636756	0.20174094662973463	0.5123827527230174	0.7340773313504778	1.0
44	0	0.2090757267134402	0.7057504291594627	0.6060400580848628	0.9999999999999998	0.8536335606779311	0.592600205241459
45	1	0.0	0.16566785826355002	0.5715393768031574	0.49521649113331523	0.01379932565831632	0.4252669039145909
46	0	0.5773605335913128	0.4028807521211859	0.7780860781842722	0.7874300117022233	0.4924104510140763	0.31332629191096606
47	1	0.5437255833011598	0.8161105539387301	0.7335500854001009	0.44577729768656016	0.735941065613702	0.6071441431169098
48	0	0.28022419355554473	0.5860195536741588	0.6495061507263806	0.7710739040417678	0.5960728571062277	0.6894852760257573
49	1	0.5984441357764456	0.014028438351781247	0.4919285709716419	0.2741236834998648	0.7214574626291632	0.9943318550347171
50	0	0.9573919822254571	0.39156570908218313	0.38943565566167493	0.6887370600414076	0.9999999999999998	0.2660772476040161
51	0	0.3550811141041059	1.0	1.0	0.9849581420469888	0.6620471269967434	1.0
52	1	0.5428764997640614	0.35957717794581834	0.21172828054732817	0.36784589071923657	0.5825764082972229	0.649908781573878
53	1	0.39964764512450013	1.0	0.0	0.0	0.7591327786467013	0.3893811549933086
54	1	0.09323055576511441	0.5382182652728469	0.7094781318168151	0.7491277342695111	0.174080472295582	0.32167547844664623
55	1	0.16781825470435174	0.2481064684637011	0.5045594698157019	0.8144369430191738	0.0	0.2129245107511717
56	0	0.25222810466507806	0.725947073409341	0.8737933637404602	0.9999999999999998	0.9913287479808206	0.9304729555370186
57	0	0.16579761339481047	1.0	0.8636477037927879	0.5133315329912682	0.42609324119894354	0.476734948143656
58	1	0.9642541747839941	0.5312717271591798	0.5764186971846754	0.48314879827167134	0.6155467167508524	0.6214585346239943
59	1	0.6946095029311135	0.6329286826188878	0.34350831291620554	0.4926564047168962	0.6683049793595033	0.5441569196977789
60	1	0.5719272864976488	0.481679967020864	0.01297633745514104	0.2971230533801421	0.4485269608471576	0.6418941626208496
61	0	0.7764573098844272	0.8845484134943731	0.9965392168778746	0.6704671887658655	0.7501490346401374	0.2423634574183986
62	0	0.6873183308851918	0.5099245048515013	0.45551358405353004	0.4466486632460167	0.6659011948411577	0.5634373143374962
63	0	0.4022259597676412	0.0	0.47271834598875406	0.6777531731028894	0.5381897259044637	0.30532367538242733
64	1	0.593919141804347	0.38292406800100887	0.24644486096095908	0.45767035736789974	0.7777989666931615	0.4757611037429561
65	1	0.07015293858345051	0.6062561912789874	0.6793418115056644	0.7382122603294625	0.0	0.09350938889655713
66	0	0.27295964782263327	0.5658075273646839	0.30292887163117377	0.7117778377891799	0.47976013435552933	0.25886078987955563
67	0	0.0	0.614633260935106	0.3980908119726463	0.6023296426321001	0.6286056767775183	0.5562103544916073
68	1	0.3614965762999187	1.0	0.5799098661105533	0.8803636690971284	0.055953693495038426	0.49801809965613053
69	1	0.8854861447021773	0.7747266608009742	0.0	0.060210640021604034	0.9999999999999998	0.41925819015441124
70	1	0.7082007564831376	0.6423548087394706	0.7533632286995517	0.43074444144387436	0.3779502448655161	0.8088898957589434
71	1	0.06954940882188909	0.05189291625391457	0.5135168849113694	0.4715419929786657	0.5885329863336834	0.3561704464301789
72	1	0.0669385509072915	0.5489395608114345	0.6786877170985715	0.7875524349626428	0.23252769159765108	0.43178572071558463
73	1	0.6329873391881637	0.12543454318359393	0.7337755800490011	0.7751642812134307	0.23955635752929405	0.3047865668865113
74	0	0.036356751175625646	0.19118669513373154	1.0	0.8293635790800249	0.6805065895746261	0.9302989203819172
75	1	0.40541372113079	0.1614716324056924	0.4494652098539562	0.7546295796201279	0.0568430937668265	0.05437998475692096
76	0	0.0	0.2923052785075706	0.45358488514166173	0.8478908992708614	0.6267195071921232	0.4711356694052198
77	1	0.778093348894934	0.5699976003987031	0.48210755934827243	0.18401656314699788	0.6300174995512933	0.8579813122250695
78	1	0.7684842083775256	0.6146794071138948	0.378156125458186	0.014444144387433688	0.44213930412040714	0.9479439846849065
79	0	1.0	0.0	1.0	0.9017409307768474	0.044202392246352584	0.17480781117785793
80	0	0.5805719627882484	0.15206088834470544	0.4537863909981257	0.7410207939508506	0.4030169098228249	0.35595140218324106
81	1	0.2597811021222649	0.5729817199603753	0.6330066592887804	0.5038761364659283	0.5084549114125279	0.6147701835770827
82	1	0.3756839634154461	0.0	0.5336226914785411	0.7353389143937348	0.256245032178662	0.25852322169078157
83	0	0.7496283410475679	0.7169393393097763	0.9198662384933758	0.7196705374021062	0.5466173944257837	0.2712277880131788
84	1	0.36366218309140375	0.620543048231986	1.0	0.8353065082365649	0.4075296146252658	0.35786128798017214
85	0	0.7014006919882905	0.6611516855660904	0.41900424121850266	0.6036943019173642	0.5688860542037384	0.5042923670581458
86	1	0.7681217946726666	0.7455376645111271	0.409995650032305	0.0	0.4453491577139046	0.3721186679709303
87	1	0.8569353409573346	0.4884634553028109	0.36851103164601495	0.0	0.02492404040922014	0.37038131702603927
88	0	0.5813234165109766	0.15335298135079078	0.7521254070098451	0.6034314519758752	0.5118490551524317	0.8645361362995325
89	0	0.47098693387651	0.851510825893544	0.5580912597634384	0.6059483301827346	0.9393989897694928	0.35654102128629983
90	0	0.7892497740461495	0.34784681929771644	1.0	0.7639121433072285	0.378602471731494	0.23247796054803072
91	1	0.8052285203314089	1.0	0.6874916039226473	0.03214870825456817	0.7621102664034254	0.7711182658897098
92	1	0.6643531359140147	0.09628554024869684	0.34263672012435786	0.2330758844180394	0.6319581549191047	0.6016260284577486
93	0	1.0	0.11282740713850581	0.9548035157974195	0.9999999999999998	0.07262794543729645	0.15236177707896992
94	0	0.9045002906705837	0.0536003248690986	0.8446054003569532	0.8196489332973262	0.4489772698135943	0.35691759735466566
95	0	0.33143103119272577	0.6284709617478943	0.7948590418556449	0.6817535331713025	0.7372343016845719	0.8323381323027255
96	1	0.9181950909954248	0.20312009696850364	0.177816124306724	0.25581960572508766	0.640409861285608	0.5803667340802843
97	1	0.6029602543108741	0.33993121142948546	0.0	0.6037393104689892	0.9999999999999998	0.7300864774684488
98	0	0.21979577617921287	0.0	1.0	0.8220577909802862	0.7177492243788619	0.9251753854278564
99	0	0.36388850675198925	0.8831763337783873	0.7758023451443485	0.7482671707624446	0.37112509935642657	0.01653784064381003
100	1	0.9028790440561936	1.0	0.0	0.3565001350256547	0.9293014922694287	0.530628686994773
101	0	0.07218985152872015	0.09770684255539042	0.6979906987455462	0.965683679899181	0.6833863234276043	0.7944014690967578
102	1	0.48240666367860285	0.0	0.739169859841482	0.8499000810153929	0.3193459783082484	0.24052108525922256
103	1	0.507226825122814	0.0	0.4327706095712085	0.7020541902961561	0.1881682520961001	0.02608426902234262
104	0	0.6788200993161477	0.17358654254369998	0.5254425132578058	0.6543343235214689	0.6434386297787233	0.2031410344889668
105	1	0.405705131334289	0.4375180739200255	1.0	0.5049527410207939	0.38161361247147485	0.6864876705094429
106	1	0.7823550382161553	1.0	0.23616646302847322	0.04462687910703034	0.3412140073331451	0.3159698259048329
107	1	0.7466195676774312	0.7316292062241967	0.18983131081158877	0.4120568908092537	0.7948914771416116	0.6703729153288964
108	1	0.23522720380815443	0.08303851052440514	1.0	0.9999999999999998	0.01719346939822053	0.156085529276914
109	1	0.6533683025577532	0.0	0.6778752966613999	0.49020433882437664	0.5008685674726288	0.4364201568716881
110	1	0.6822563729340572	0.674223359810985	0.7258784695790128	0.0	0.05596010358708736	0.7050869275593672
111	1	0.2827403801349955	0.3002424212592367	0.6704547635344766	0.9525375821406066	0.10608862593266832	0.24383525472145373
112	1	0.797839718471117	0.4360075556676737	0.37245958688100944	0.7036492933657394	0.8724904489628469	0.5870025745200531
113	1	0.7204459019885419	0.45868686433638706	0.14579428491008994	0.31847511027095154	0.9807697238532342	0.4864957721459735
114	1	0.3163531418309731	0.7923298898029252	0.49583394638025124	0.7198577729768654	0.22659835645239856	0.0
115	1	0.3111595315543998	0.40496655940243764	0.5833898402666275	0.7944387433612385	0.1947594292454038	0.18701877779311427
116	1	0.7909745674333566	0.7307278175318559	0.4313616678287904	0.2080583310829056	0.7148807081869692	0.59135795430677
117	0	0.0	0.3785555630756736	0.820749345905593	0.7412710414978845	0.5076007666470088	0.7000114023032655
118	1	0.5128952713147332	0.8716182541977644	0.7467455204928257	0.28871545593662784	0.7280854978077484	0.5854857681251613
119	0	0.30740522141998117	0.8380392180991465	0.6909907691126707	0.6687262579890179	0.6463440039998973	0.7842474179784316
120	0	0.9023657479109439	0.018793800414700357	0.6126929498538285	0.9999999999999998	0.21339837440065623	0.2273079161990723
121	1	1.0	0.5419622585785748	0.42105608259821015	0.21910703033576384	0.7651406374195533	0.14784586486470264
122	1	0.27823017855901355	0.3153229924874017	0.006990334115901109	0.27291925465838496	0.4827600574344246	0.6544607010616146
123	1	0.39417741704054454	0.7754065478351291	0.7304043550853041	0.8777585741290843	0.0	0.21453583623892025
124	0	0.8117623216961554	0.4702480203289303	0.7294464026406862	0.8779368079935186	0.5107048537216992	0.33450306962006326
125	1	0.8078689630382399	0.13915534034345045	0.4027238474184862	0.0	0.3955395374477575	0.6425287908157449
126	0	0.3696442280809973	0.7234028807521211	0.37799939868093624	0.9999999999999998	0.8044345016794439	0.5487553485804133
127	0	0.511846642809336	0.25025995680717683	0.7972771121332114	0.8970186335403725	0.48802114048357703	0.37778531263315207
128	0	0.5306653767697254	0.6035981713807548	0.4746726329458877	0.681629309568818	0.4918912335581138	0.4986782330030668
129	1	0.8600550572983465	0.921942200372861	0.2785850450669447	0.0410982086596452	0.5525547421860977	0.42418068449826873
130	0	0.766967987775564	0.3219680422329825	0.7187298094330328	0.6656584751102708	0.7665156021640467	0.11704764362401221
131	1	0.726277064537745	0.7250887544838704	0.5347677565041613	0.4664920334863625	0.6167582241480984	0.8517955627036664
132	0	0.06325820275345662	0.06905006552757387	0.4358203847162605	0.6017121253038078	0.3907688264403475	0.30023764800489694
133	0	0.4119208961825265	0.5294443384791445	0.5509681876627239	0.5085192186515437	0.9999999999999998	0.34781675898531517
134	1	0.6426734001653791	0.7321337377789536	0.4480450733417347	0.2805833108290574	0.6591433552985819	0.8066754484405851
135	0	0.1390470442573699	0.24654980403256044	0.8579399704458077	0.973918444504456	0.6768528371067406	0.7389562691663718
136	0	0.49493138547061255	0.22076024291348473	0.45507538877836273	0.8108668647042938	0.8937174687828515	0.7780166593651918
137	1	0.0	0.09210162003851652	1.0	0.9222954361328652	0.3094503987077253	0.0
138	0	0.2325601347883135	0.4877958739163337	0.9189754546675792	0.9261211630209736	0.9188802851208939	0.9635606392491285
139	0	0.35987976740436345	0.532689953053954	0.6095760060899547	0.5837033036276893	0.5036505474218609	0.5609873194385266
140	1	0.3413301026740214	0.07958985276292552	0.49682228462862144	0.4598091637411108	0.4876253172995564	0.02602875780907754
141	0	0.5907654029522664	0.027413906612439476	0.21290533062952988	0.9999999999999998	0.8372044947565445	0.38851998103616947
142	0	0.5417404437422988	0.44795941597396105	0.6994875993935634	0.6713943649293364	0.646204584497833	0.15581697502895586
143	0	0.398576675645651	0.3823149384409974	0.5674836716286151	0.8751390764245204	0.7552130073587855	0.7069578054767063
144	1	0.7446876807445901	0.9507251102893672	0.045615488443799035	0.4727968313979656	0.7559325401912769	0.8827483151596625
145	1	0.0	0.036566232072209104	0.6133742315590156	0.9999999999999998	0.0	0.0
146	0	0.5274495098539547	0.5033409833443057	0.2496641569058935	0.7601044198397695	0.5045111022794284	0.3807049023902831
147	1	0.8977002261757367	0.6301014600650965	0.48678857237898443	0.10880547303987753	0.5944623214789362	0.4461931310124645
148	0	0.0	0.5268170827001049	0.9218189261976804	0.6650805653074083	0.44184123484013216	0.6906390090798342
149	1	0.8530523369767005	0.5158712090914124	0.3193579959442947	0.5300351066702673	0.6707295966770082	0.9547958687654907
150	1	0.2779328513970678	0.15999187827253314	0.6761353095833627	0.9999999999999998	0.0	0.0
151	0	0.07953279696105009	0.723732056827481	0.7162157839857217	0.9999999999999998	0.5085751006384451	0.5934838837445164
152	1	0.016267198009535133	0.13157198496249833	0.42912751162656804	0.7425096768385993	0.11567812363785546	0.050803262258976356
153	1	0.6927471402600207	0.47193081764875977	0.33792372203706433	0.24203618687550632	0.9130390887413142	0.6272271998943786
154	1	0.9131612385969117	0.5014428371901287	0.3203255439058872	0.4316230083715906	0.9742490577164686	0.6317131060474217
155	0	0.29156700289783033	0.8063614045666259	0.5432453957511052	0.9999999999999998	0.8342750826901872	0.6016275287608097
156	1	0.4992981008042625	0.4226282402308539	0.9343474728606795	0.6673201908362587	0.5353372349426937	0.0
157	0	0.7313552941246084	0.0	0.6329314944058138	0.7085984337024034	0.7041790595112942	0.2362542233531173
158	1	0.9650692358100244	0.37185513791554614	0.5384748245619646	0.507041137816185	0.40109227968513617	0.7608666950724048
159	1	0.75781445305855	0.7479003488651115	0.0	0.6202916554145286	0.8578626189072074	1.0
160	1	0.8285265442152119	0.3557378158705937	0.040110860206111765	0.6267278782968764	0.9999999999999998	0.7800075615274287
161	1	1.0	0.371864367151304	0.7199452415831322	0.6719308668647042	0.7666085484987564	0.9950895080806326
162	1	0.5504487273362002	0.5698806967457717	0.6581501122675486	0.47346475830407764	0.45406848542345046	0.5055661243571201
163	1	0.5932682763752122	1.0	0.0	0.9999999999999998	0.9326459577959536	1.0
164	1	0.32969144540940176	0.4600035686378261	0.5353067047075606	0.6720280853362137	0.28294306556242144	0.22989593897967397
165	0	0.7179267569298677	0.0	0.23478790708980757	0.9999999999999998	0.8025339093869384	0.42967329400538934
166	1	0.2070092289759372	0.822146474124299	0.7110581936119444	0.6337924205599061	0.3353135176021127	0.22307706156643659
167	1	0.4206395344537095	0.0	0.2640094547827254	0.8076082455666576	0.11746493679649239	0.04819873614470127
168	1	0.9859546198871934	0.4906753954727523	0.0	0.2146565847511026	0.8493355939591292	0.3923907629341128
169	1	0.6972810096697895	0.7570157573818506	0.6340669639144592	0.15727248177153652	0.5649182072254555	0.8095215233477164
170	1	0.11232901839138598	0.9125099214284393	0.7346679631276267	0.7653956251687819	0.42398912848388504	0.0
171	0	0.9150827708524711	0.6799147218615982	0.7275432917740832	0.9351084706094157	0.281709122843004	0.2680036367346206
172	1	0.6038537150363228	1.0	0.3763217824632332	0.0	0.47144464244506534	0.28846476988351655
173	1	0.6483995367021538	0.36406873934792383	0.39984039456765785	0.23819965793500764	0.4739590010512549	0.7898015399110621
174	1	0.4642090579758382	0.49984925581595663	0.7740511632965079	0.7548168151948871	0.21631977385195222	0.7134181104583126
175	0	0.999721902953006	0.875466845508746	0.6601155939944856	0.7735529750652623	0.9243352734545267	0.22727791013784793
176	0	0.033305079856750464	0.31994068677819687	0.9407492819354797	0.8464578269871275	0.7151307017768773	0.8751072716688773
177	0	0.046871186335376125	0.29975019535215663	0.5913988984346514	0.5880745341614906	0.45634246557780545	0.6005248060108141
178	1	0.2647350755817479	0.9068523999089386	0.9260393544136181	0.9999999999999998	0.0	0.0
179	1	0.26570101904816834	0.3544457228645084	0.9172178758084222	0.9999999999999998	0.010148778236455436	0.25506352283161204
180	1	0.7764898531558837	0.5474628830901942	0.04282639150988665	0.3630533801422271	0.7757990179738978	0.5839659611241472
181	0	0.716375034577226	0.3871695164495743	0.8023419458429022	0.7823926546043747	0.24071658419014885	0.232878541465376
182	0	0.4869494085260413	0.45215256541989923	0.47565137567728355	0.9704833918444502	0.7115314350914077	0.4952755456602236
183	0	0.7355311875483526	0.6175712343179898	0.7816923933138438	0.6722423260419479	0.7154255660111277	0.1701868777493054
184	1	0.5457713716840995	0.7274975850166436	0.44317374922436237	0.6547213970654424	0.20060703571703264	0.5516209274273403
185	1	0.08672338071337804	0.0	0.8111314393915163	0.9746241785939327	0.0	0.23621521547352575
186	0	1.0	0.6838894460612699	1.0	0.9999999999999998	0.3598064793210429	0.3376297011996423
187	1	0.0	0.7061903560639156	0.5291495813156093	0.810564407237375	0.19664880387682349	0.0
188	0	0.3138768947210375	0.4326573430876097	0.21093025338561833	0.5023872535781799	0.9973013512474038	0.2734527374529656
189	1	0.8934991856785937	0.2290019504451566	0.6978003876588856	0.432231523989558	0.5717545703956306	0.7233441155113334
190	1	0.6092263133059082	0.00949688359472578	0.26696327475803305	0.42333963453056067	0.7400803825542934	0.4646963686664707
191	1	0.4991102373735805	0.2784275843398327	0.0	0.5441929966693673	0.5174675008333116	0.9308900397880373
192	0	0.18641229662304382	0.044675653891353306	0.5765898172373867	0.9366441623908541	0.6900592292505316	0.6130463353597428
193	1	0.17494375191376632	0.525521913282101	0.8301881361028127	0.7093023674498153	0.3313280428706955	0.07798575312213074
194	1	0.5496203531536648	0.37836174912476084	0.19158888967074583	0.06987487622648292	0.36103561447142374	0.2712832992264438
195	0	0.5862655560535663	0.5475890159788834	0.30139518816808786	0.8972724817715363	0.7591423937847745	0.7277340022684584
196	1	0.5771504815664557	0.2775200428236535	1.0	0.8350940678728958	0.4019912950949973	0.4615472325409733
197	1	0.45771371684099504	0.17440486811422096	0.0	0.43721487082545685	0.8060354221686621	0.8555583227812018
198	1	0.40864438044267715	0.8140432051289941	1.0	0.9999999999999998	0.3277143534781157	0.43591305443699646
199	1	0.7376790434644975	0.6470555661520856	0.563741420008572	0.10239625528850471	0.8278249275659597	0.6287260026525359
200	1	0.4565939324549608	0.6948076319626892	0.2634944953717624	0.014737600144027363	0.4537688136201634	0.8044580005161044
201	1	0.39683561062271555	0.49977542192989466	0.35174926274444585	0.9205905121973175	0.029558536960590742	0.0009586936561185588
202	0	0.36131758830690663	0.3375685270755011	0.48548198281762756	0.6539562516878206	0.7266977128791567	0.41949073712890006
203	1	0.01323475680561148	0.09386440406824681	0.625501365761916	0.6988747862093798	0.0	0.22738293135213317
204	0	0.7189030550735702	1.0	0.6622266077288692	0.7871473579980195	0.6929149252583264	0.4546083308828386
205	1	0.3238262603491302	0.09149864330234347	1.0	0.626301197227473	0.493839901540986	0.6097861768077153
206	1	0.2975623610439291	0.4061663600509453	0.46120852337787777	0.6248159150238546	0.15170284095279607	0.38280082576680496
207	1	0.38609781028160284	0.5479428033495974	0.591509246879858	0.7464362228823476	0.04673277608266457	0.13529883036373358
208	1	0.17133440726129145	0.27045660105705505	0.7356786909156043	0.6530344765505445	0.3339032973513498	0.05919595758343199
209	1	0.024984357041106575	0.3271641019645961	0.9482801635076092	0.9214474750202537	0.5257905892139088	0.25686238620201274
210	1	1.0	0.4889679868575678	0.1513005124006066	0.32448645242596097	0.7021855208840797	0.9465457022318509
211	0	0.9075490035102358	0.02163025220424908	0.1370719599802972	0.9999999999999998	0.9244170021281504	0.4693158017919621
212	1	0.6794576515887774	0.3970017289434984	0.6532468030935947	0.4453578179854172	0.729619112330453	0.9131624588166811
213	1	0.7488739288456163	0.0	0.5475937641933688	0.13389864074174085	0.49587029819748185	0.8678533063678866
214	1	0.655283917854866	0.44356322334135223	0.6529797278711384	0.5125159780358268	0.6685004871669955	0.9152838873452438
215	1	0.08155639674981463	0.5918216665538649	0.43453618469451083	0.5942010982086596	0.032664226558293374	0.5291823948437586
216	0	0.04985481263211444	0.6033028358365069	0.6869318654324701	0.9167701863354034	0.6170338581062023	0.4545183126991654
217	1	0.37858475229393074	0.8806813637118758	0.717667905554525	0.5931154919434691	0.5686312530447937	0.4084185005371084
218	1	0.0	0.4944009303069645	0.4428746889453248	0.6429273561976776	0.1422960308710033	0.0
219	1	0.7234872186301353	0.2936158299851712	0.11420904153579459	0.01273742010982093	0.6122230840234864	0.38362749275353636
220	1	0.27687075735588884	0.7639130729048094	0.787356946834439	0.8704437843190205	0.13334914489372052	0.3757073928933645
221	1	0.6598207457438579	0.4807047444424617	0.2196221925116586	0.26847961112611385	0.9739942565575239	0.6240825646780652
222	0	1.0	0.1349314267783197	0.7989291403056493	0.675511747231974	0.8691011127919794	0.0
223	0	0.6548534591278701	0.04993631827327105	0.4157481624584993	0.591268340984787	0.8977173662213787	0.3145415373905529
224	0	0.41395337140896094	0.29082552437441134	0.3913851448603214	0.8009613826627058	0.4538281069716159	0.4007099434085686
225	0	0.0	0.3226971518578452	1.0	0.7313637591142317	0.5061264454757568	0.9320062652655838
226	1	0.6025830482098982	0.6985054790896279	0.5471683897884225	0.0	0.8816937386220864	0.05312123048855877
227	0	0.7601886326352802	0.5011443632022008	0.8459695630201571	0.8951102709514807	0.4274057075459601	0.3351376978149587
228	0	0.22041705681611434	0.7297126015985036	0.7542348214913992	0.9999999999999998	0.8469622573780158	0.7762523029651991
229	0	0.5309242437017676	0.44765792760587475	0.7803730097298542	0.884185795301107	0.9411393297607753	0.8471896323057257
230	1	0.6724815575801417	0.3480621681320639	0.47584648452243106	0.0	0.5697466090613059	0.267223479142787
231	0	0.5918452478687857	0.03930116226842273	0.5354426411980322	0.9999999999999998	0.14507480577421084	0.3204707350884881
232	1	0.9778232397418432	0.45507515674318677	0.39549522463105236	0.5035952831037898	0.42185296530858185	0.6711410704962402
233	1	0.6382933716752242	0.0	0.16805268578520116	0.481884958142047	0.5050319222584037	1.0
234	1	0.5556142320601518	0.1169621047579783	0.2524052762549338	0.5857106850301554	0.48710770236660594	0.5807808177251808
235	0	0.18923468580211034	0.24810954487562054	0.35786800406849917	0.4566495634170493	0.6498695546268043	0.16670617464727888
236	1	0.40509124689544596	0.4552135952795533	0.5154231942836307	0.724452245926726	0.0	0.28352127129680205
237	1	0.5491529134363771	0.6702394063755559	0.9524702059197943	0.9280025204788906	0.025545819337965514	0.4925134877245203
238	1	0.6034602372996185	0.5776024906630899	0.018645688734223453	0.0	0.678732596600087	0.2651635630397342
239	1	0.36502160429452846	0.9281288647424732	0.868923638875917	0.9634800612116303	0.1949276941616882	0.11758175151380579
240	1	0.7052896129273707	0.5465768764574501	0.3869951958445015	0.12150508596633358	0.6491644445014229	0.0
241	1	0.5783353524954034	0.03269918228971136	0.06490087830965363	0.19094788009721841	0.7033056844696288	0.3358983514669964
242	1	0.0	0.1740818448626995	0.9083564158824995	0.9968998109640832	0.2778326196764185	0.0
243	1	0.48938867464568525	0.5806142979320357	0.0	0.41667476820595883	0.6460956129330016	0.6718372111166455
244	1	0.28771802142826486	0.6802900441157469	0.3576904870044715	0.6011630209739851	0.07823357093407846	0.0
245	0	0.5294597964862142	0.3021774843564451	0.7316149894769162	0.8951480781348455	0.19930899207712605	0.3154462201364676
246	1	0.5903379027044939	0.5889606034689616	0.04835500854001007	0.36974705193986845	0.9999999999999998	0.46778699297258064
247	0	0.1666274668169574	0.04232527518504581	0.6960108237431473	0.8748330182734718	0.6247099433347862	0.6171271596862569
248	1	0.4903531388724942	0.8338645271247236	0.7127358098296475	0.7590080115221891	0.3253169790518189	0.33496366265985733
249	1	0.7201382201493145	0.5445095276477137	0.37191584091912255	0.3585723287424609	0.695031858157483	1.0
250	1	0.4972789387343328	0.40809219391239626	1.0	0.89763795121073	0.3776778159534371	0.04292967179370233
251	1	0.655897802293709	0.5011443632022008	0.6754348368442264	0.18080655324511663	0.6407672239173352	0.5549561011324289
